col1,特征1,特征2,特征3,特征4,特征5,特征6,特征7,特征8,特征9,特征10,特征11,特征12,特征13,特征14,特征15,特征16,特征17,特征18,特征19,特征20,特征21,特征22,特征23,特征24,特征25,特征26,特征27,特征28,特征29,特征30,特征31,特征32,特征33,特征34,特征35,特征36,特征37,特征38,特征39,特征40,特征41,特征42,特征43
246,269.9407349,373.4250183,462.8999939,346.9058228,352.6500244,372.3000183,363.9441528,387.6299744,384.6600037,394.8600159,400,404.3399963,248.9421082,392.8816833,393.0475159,391.9729004,396.1553955,202.613205,2.713105679,181.9439545,31.97020721,96.89945221,74027.25781,28.80546761,228.8884125,27.30981827,0.041939303,107.0550919,2.413391829,317.6000061,183.5426178,181.2761383,0,29.54842758,201.6761322,63.01464462,230,192.7000122,200.6000061,0.979845166,27.89703178,77.01857758,46.13591766
246,269.7015381,373.4500122,463.8999939,346.1503296,352.8300171,373.5265503,364.1537476,388.6662598,384.6600037,395.0331116,400,404.4000244,239.7176819,392.7000122,392.0262451,391.2068787,396.8700256,206.6151428,2.712462425,195.0531921,32.04764938,93.63063812,74227.57031,27.95873642,229.7933502,27.02636528,0.041595321,106.0178604,2.377078056,318.6999817,181.3940125,181.3000031,0,29.94261551,203.111618,61.90373993,230.8232422,192.9000092,200.611557,0.984802365,28.04325294,78.77919006,44.08687973
246,242.3869629,372.5750122,432.5000305,347.6325378,355.6109619,372.224884,364.6274414,386.1254578,384.3300171,393.1409607,400,401.0535583,234.1599579,390.193573,390.9599915,390.0599976,395.9880676,174.418808,2.696780443,152.1184998,31.97370529,95.45807648,71073.34375,27.08120918,204.8539276,26.11344719,0.039426111,100.0277176,2.412364006,315.3302307,179.0679016,180.8000031,34.85346985,29.94324493,205.4152069,58.12871933,223.0151978,191.6000061,199.5,0.974768996,27.80105782,77.97499847,42.03593826
246,259.9563904,369.6499939,466.4438477,346.4700012,353.2116394,374.978363,365.6741638,390.0899963,385.4950867,396.5867615,400,404.4000244,216.9104462,390.5700073,391.4999695,389.2165222,392.7683716,193.5976868,2.717404842,183.8710175,32.07686615,90.66546631,69678.83594,26.85147285,216.0245514,26.77237701,0.040511489,99.16284943,2.410452604,315.8000183,169.5258331,178.0717926,20.09438515,28.58648682,201.3000031,59.00340652,217.2423248,192,198.3000031,0.981607378,25.02456284,74.2425766,42.13677979
240,269.3972778,373.7250061,458.8999939,344.6860352,350.0700073,369.6160278,361.9360352,385.3479614,383.7739563,394.0799866,400,403.8900146,245.1219025,390.9760437,391.2271118,390.0649414,397.6311035,201.7064972,2.719906807,188.1382294,31.98901176,93.62501526,74954.46875,28.90355682,233.21875,28.07010651,0.039874185,103.2892227,2.408457041,316.0234985,177.9997864,177.4999847,4.402024269,29.99150276,202.7000122,59.91453552,221.6528625,190.1000061,197.7234802,0.996441126,24.11859703,72.70500183,46.27219772
241.5,269.7376404,373.700531,464.2999878,345.508728,351.3300171,372.9013062,363.6600037,388.261261,385.0774231,396.0299988,400,404.9080811,230.9766083,391.413208,391.989624,389.3674316,396.6925659,198.4542847,2.712864161,183.4699707,32.09358978,95.65920258,75596.1875,28.92336464,228.9499054,26.71029282,0.039180476,105.6694794,2.415116072,315.8044739,180.4968262,177.4999847,0,33.00431824,202.8022919,60.06454468,225.0091858,191.7000122,198.6999969,0.97575289,24.85967255,76.04286957,43.52470016
242,269.2558899,374.0499878,465.2546082,347.9563293,353.8868408,373.093689,364.7563477,386.9821777,385.3800049,394.7168579,400,402.2999878,247.4121246,392.4804993,394.0363464,392.440979,396.962677,200.7910919,2.716554403,189.9034729,32.0259552,91.07542419,75060.23438,28.40797043,227.2275391,25.8649025,0.040153522,103.0839539,2.414395809,317.6773071,181.6172791,177.3999939,0,31.26331139,203.6226044,62.13476944,225.5452423,190.1999969,198,0.985125005,25.02961159,78.19095612,40.02457428
245,270.2048645,374.6750183,465.2806091,347.9815674,353.8500061,374.4542236,366.5168457,389.8015747,388.026825,397.6800232,400,405.2999878,240.4298248,393.4257813,394.8494873,393.5768433,396.9047546,197.4390564,2.709599972,197.4584198,32.09708023,94.13301849,75108.42188,27.75494766,227.7000275,27.0261879,0.039443906,105.1901321,2.399102688,316.1000061,181.1543579,179.5,0,29.51581955,204.5999908,61.00623703,229.6194611,192.2000122,200.1806335,0.981676996,24.97266769,75.91069794,43.22926712
244,269.9025574,373.8999939,460.3320618,346.7110901,352.5299988,371.9400024,364.0392761,387.4511108,385.7507324,395.9185486,400,404.5403748,245.9636688,392.0281677,391.216217,390.9310913,396.9663696,204.0284576,2.71609354,189.5529022,32.00476837,91.51786041,74475.10938,28.67507362,228.2889252,25.28339195,0.040626377,102.4235992,2.407165051,316.9320679,179.1378479,179.2319641,0,33.09410477,206.1360779,61.00865936,226.4680481,191.5,199.3999939,0.980375051,25.85270309,77.17118835,45.5764122
246,269.4725952,374.6567383,461.5,347.1029053,352.8980713,373.1180725,365.039978,388.8109741,386.6729126,396.7390442,400,404.3099976,246.504303,392.9971008,394.4838562,393.1170959,397.8132629,200.0457001,2.720346212,195.7221832,32.01102829,92.65080261,75846.19531,28.5513401,229.1285553,26.58338356,0.041812737,104.4059296,2.388607025,316.5364685,180.3843079,179.8999939,0,30.97135353,204.6363983,60.93090057,228.7092133,191.8000031,199.8000031,0.978000045,25.51593399,76.41908264,43.63917923
242,270.0361023,375.5249939,462.4368896,348.1799927,354.2778931,373.8299866,365.4220886,388.8789673,387.3300171,396.8620911,400,404.816864,251.6065979,395.3368835,397.6704102,395.0668945,397.6358337,199.6012115,2.713399887,188.1830597,31.99322319,94.83635712,74342.78906,29.7870636,230.4782867,25.9301815,0.040312592,104.0824509,2.406613111,317.8630981,180.5443878,178.263031,0,31.95310783,204.236969,60.97227859,226.8478546,191.8000031,199.1999969,0.978671134,25.5069561,76.00141907,44.42863846
242,269.0302124,375.7472534,463.1111145,348.1599426,355.1166077,374.5433655,366.0767517,388.8399353,387.6000061,397.3133545,400,404.5500183,248.8287201,393.7266235,397.8132324,395.0300903,398.0567627,198.7836456,2.715337038,195.6484833,32.03512573,92.99621582,74411.25,29.04143906,228.0960388,26.06066895,0.042350993,103.9587631,2.379358768,317.0888672,180.8161316,178.6000061,0,32.02671432,204.9000092,61.13759613,228.1447296,191.7888184,199,0.991402924,25.57976151,74.75444794,48.21876526
243,262.6956177,374.6000061,466.7999878,350.9400024,357.5100098,375.7200012,367.7696838,389.4606628,387.9599915,396.7200012,400,402.4799805,253.0390778,393.8099976,396.6606445,394.410675,397.890686,195.8430023,2.714606762,182.6334991,32.05760193,93.21401978,70352.83594,26.84378242,218.814621,28.41498947,0.040659823,93.36250305,2.412029028,317.2000122,178.3568115,174.5,4.49068594,27.06796455,202.9009552,54.16695786,215.4009705,186.6000061,193.6999969,0.985247552,24.13172913,78.2249527,42.79736328
239,270.4219971,375.535675,462.8855286,348.3643799,354.7371826,374.1128235,365.8156128,389.0400085,387.1584167,396.9299927,400,404.3356018,254.4957733,392.3831482,395.8803406,393.9859619,398.5028076,201.0401917,2.719604492,189.6842651,32.00259018,93.7862854,73601.05469,27.21946144,227.4893341,28.1266098,0.043445755,100.7834625,2.394218206,316.6000061,180.6635437,175.3000031,0,32.9289093,204.3000031,61.05357742,222.3856964,187.8000031,195.9427643,0.967428565,25.55372047,76.91429138,46.59304047
241,271.3311157,375.660553,466.0106201,349.2363281,355.3531799,374.1300049,365.4868164,388.6673584,386.1836548,395.9005127,400,403.7999878,251.9617004,390.9236755,393.3900146,391.9483337,398.2026367,203.6947327,2.717968702,185.2596588,32.00263977,93.34287262,74113.89844,26.97205353,227.722702,27.76098633,0.040646471,99.38728333,2.415375233,315.8999939,181.8141632,175.3000031,0,31.15841484,204.0107117,61.51250076,220.2357635,186.3000031,194.6999969,0.979013383,25.7007122,76.08339691,43.57754517
241.5,268.5090332,376.1921082,466.1000061,348.5999756,355.6247253,376.1558228,365.6147461,390.418396,386.6194458,396.7089233,400,404.0905457,245.7316132,390.5558167,393.1594543,391.4589233,397.7415466,207.7578888,2.717273951,194.639679,31.96134567,94.95913696,74756.53125,27.66341782,229.0731049,26.50893402,0.042555541,103.5841675,2.40657115,316.6000061,181.3894043,176.7156219,0,31.48359871,204.9000092,61.94297028,223.8687744,189.1000061,197.1156921,0.979250014,25.52675056,75.22499847,44.23408508
240,267.0109253,375.714447,459.1421509,349.230011,355.6626892,373.0800171,365.4599915,387.6646423,386.0273438,395.5846558,400,403.3799744,250.9771271,391.7919922,394.2287292,393.1673279,397.2219849,197.3288727,2.718253613,180.3862915,32.01223373,94.94715118,75960.25,28.246912,225.760788,27.6638813,0.042233616,100.0163956,2.40944767,317.2000122,179.8969879,173.7578888,12.11074734,29.53381157,201.542099,57.20762253,224.6262817,187.2579041,195.2578125,0.982624948,25.66189003,75.42446136,42.95505142
238.5,266.8748474,375.6000061,464.5327454,348.7696228,356.1507874,374.7299805,366.0899963,390.0606079,386.8592224,396.9808044,400,403.980011,243.8330536,390.9403992,392.947998,391.8709717,398.1605835,202.0754852,2.714253426,190.7187805,31.90071106,92.39480591,73423.67188,27.88608932,229.2812347,26.2514534,0.041866839,99.54225159,2.411553621,316.5,177.5263519,173.1999969,0,32.59314728,202.5671692,56.0322876,220.8671722,187.3999939,195,0.974416077,24.99181557,75.37923431,43.93391418
237,266.3521118,375.5,464.3999939,348.9299927,355.7399902,373.5044556,365.7533264,389.5088501,387.2166748,397.3544312,400,405.512207,250.7859344,392.1622009,390.7043762,390.4755249,398.4944458,204.2276917,2.713059425,181.9477386,32.01912689,95.10558319,72651.96875,26.96310043,225.714325,27.0661869,0.040540002,100.7827072,2.404496908,316.6000061,179.0802765,172,0,33.42380142,201.0999908,56.04424286,218.1999969,186.6000061,194.3999939,0.976740539,25.52764511,75.23000336,45.47215652
240,267.1762695,374.4750061,462.5405884,347.789978,355.0500183,373.5722046,365.5800171,389.0333557,386.7122192,397.0855408,400,405.0899963,243.6856537,392.8805542,389.6639099,388.5777893,397.487793,200.694458,2.71300745,189.3830261,32.00514603,94.82308197,72268.55469,28.08978462,227.347229,26.70790482,0.041091949,100.3605576,2.404710293,315.9797058,177.6585846,171.6999969,0,30.95046806,202.3000031,55.97621918,221.7202148,186.8999939,194.6999969,0.981749952,25.6255722,74.5250473,42.46521759
235.5,266.3986511,372.9499817,464.3851318,347.3699951,353.7322083,372.2144165,364.3200073,387.2399902,385.4655762,395.9956055,400,404.8499756,242.21875,390.1266174,386.8733826,386.0210266,395.9810181,201.8312531,2.717761755,179.8139038,31.93578911,93.0236969,71519.73438,28.14310265,225.6852875,27.3625946,0.042906068,101.1869431,2.412306309,316.3148804,180.5345612,174.4000092,0,33.91824722,199.5075073,56.02586365,217.1150208,187.8999939,195.5999908,0.973768771,25.53019905,72.14499664,46.89704132
236,267.1184387,372.7250061,466.1000061,347.1600037,353.5904846,372.7597351,364.6297607,388.2990112,384.63974,395.1495056,400,403.980011,237.7991333,390.9090271,388.582489,386.260498,396.0397644,204.8843536,2.71622467,188.7216949,32.08182907,93.16677856,71800.67188,27.94169426,228.0759277,26.92676353,0.042953804,100.2029648,2.40751791,317.1325684,181.7584076,174.1000061,0,34.01194382,201.3326721,56.04826736,220.165329,187.3000031,195,0.981540859,25.66039848,73.49133301,47.93873215
235,266.8712463,373.1000061,464.7923279,347.8731689,353.4599915,371.9954529,364.1054688,387.2377014,385.2599792,395.7922974,400,404.7877197,237.149353,390.269989,387.4276428,384.9299927,395.2154541,199.3863831,2.718354464,179.3384552,32.1778183,97.33805847,72802.92969,29.31588554,223.4954376,27.93577766,0.043467481,106.4380569,2.406364202,314.9000244,174.5475159,173.6077576,0,31.86291695,199.6000061,57.03306198,221.5077362,188.9000092,195.7999878,0.975134671,25.51940727,76.99119568,41.80856705
239,267.8859863,373.2000122,467.8999939,347.7024841,354.3845215,373.6554871,364.6585083,388.6910095,385.8165283,396.4365234,400,404.7600098,233.8795776,389.1000061,386.1054688,384.6869812,395.6154785,204.3766327,2.716053247,184.5922241,32.02769852,94.31908417,75029.82031,27.97185516,224.3398438,27.38618469,0.04145449,99.55233002,2.417818069,316.6000061,179.2407074,174.4000092,0,33.44116974,202.3999939,56.98908615,221.9000092,186.8999939,195.3999939,0.980079532,25.21091652,76.10773468,42.72054291
241,265.9322815,372.7000122,463.4421692,345.7166443,352.769989,371.9653625,362.9493103,386.9146423,384.6473083,395.6826782,400,404.1000061,233.4841461,389.8060608,387.974823,385.7019653,395.8753357,202.7644348,2.715800047,192.7295837,31.90100479,91.11855316,73532.19531,26.3286438,224.6257629,27.26917458,0.04101681,97.3062973,2.394128799,316.6000061,178.2479858,173.9000092,0,33.58113861,204.884201,58.86419678,222.1999817,185.0999908,194.8999939,0.981749952,25.4448452,73.40579224,46.1399765
243,266.8406982,373.1164856,461.7008057,346.3200073,353.8902283,372.4302063,364.1202087,387.9299927,385.0097961,395.7098999,400,403.5,229.1986694,390.0507507,389.7485046,387.8195801,396.1997986,197.8146362,2.709125519,193.1017303,31.995718,93.80115509,72325.66406,26.6671524,224.1868439,27.94434738,0.040533289,97.26547241,2.405886173,317.8330383,177.1671448,173.5,0,33.01220322,205.2662811,59.00313187,221.5674591,185.5,195.1999969,0.983082891,25.52127647,73.39505768,46.36496353
241,266.4375305,372.3250122,464.5079956,346.3223877,353.8594971,372.3899841,364.3499756,388.0247498,384.8052673,395.2452698,400,403.0018311,231.4967194,389.5570984,390.9868469,388.509491,395.3305359,199.1190796,2.711394548,192.413269,31.88768768,94.36306,71030.69531,28.38080215,222.7303162,27.24724388,0.043629762,99.39672852,2.410568476,317.3999939,178.2256165,173.6999969,0,34.04944229,204.6080475,59.07104874,220.6919403,186.3999939,195.3999939,0.976125002,25.10787964,73.71620941,46.16596985
240.5,267.6604919,373.8250122,455.3999939,346.245575,353.7851868,371.1900024,363.8604126,385.980011,385.2348022,395.8703918,400,403.3703613,243.6050568,389.9855957,391.4544067,389.4203796,397.9092102,199.3339996,2.714287996,191.0118866,32.09961319,93.06985474,72628.55469,26.56515503,221.2717133,27.55078506,0.041373689,97.58996582,2.388157845,316.3000183,178.0166626,173.5,0,32.50993347,205.8841553,59.05366135,222.5841522,185.8999939,195.3999939,0.979664624,25.02502632,73.30420685,45.13011932
239,266.5950623,373.5895691,458.7167358,346.5975342,354.0299988,372.3299866,364.6150208,387.6850281,386.3475647,397.5899963,400,404.5875549,237.5327911,389.6749878,390.1450195,388.9950562,396.7599487,200.1791534,2.716383934,193.4974976,31.97299004,94.95454407,72521.46094,26.78384781,222.825531,28.09902954,0.044304885,98.18558502,2.392439127,316.6167603,179.4838409,173.1000061,0,32.54474258,203.2000122,57.95778275,220.9415588,185.5,194.3000031,0.975698054,24.98129463,74.32922363,46.06447601
238,267.454895,372.0003052,465.6000061,346.340271,354.1199951,373.0402527,364.8900146,388.7294922,386.02948,396.7901306,400,404.7903748,228.3907776,390.4706421,388.5108948,388.0289612,394.991272,199.5772247,2.720122337,193.0747986,32.12077332,94.59822845,72838.09375,27.45528221,226.1644897,27.7592659,0.044766799,98.24098969,2.411632776,317.533844,177.8830109,171.9000092,0,32.63103867,203.766098,57.95687103,221.2017365,184.8999939,194.3000031,0.982500017,25.08636284,74.63330841,46.59293747
237,266.587738,372.4065552,462.0088501,345.8752441,353.2799988,372.1552429,364.1894836,388.0305176,385.6721191,396.2399902,400,404.6999817,229.3206177,390.3431396,390.3033142,388.6094971,394.6882935,199.6271973,2.720259905,186.4229584,32.08406448,93.54398346,71806.03125,27.97300339,224.5338745,27.29065132,0.043101799,98.4546814,2.413120985,317.8911438,178.2525787,173.091095,0,31.96777725,204.3821716,57.99980927,221.3999939,185.5999908,194.6999969,0.979591548,25.0679245,74.08866119,45.72914886
240,266.9006042,375.375,459.9633179,347.6700134,354.9204712,373.3104858,365.5624084,388.2380981,387.269989,397.0214539,400,404.6999817,244.7797852,392.5361633,394.6404724,392.3209839,398.6428833,198.3209839,2.715717316,197.5439911,31.98059464,90.39974213,72576.28906,25.63926697,226.5061493,26.83740616,0.041913699,97.15318298,2.407091379,318.5,178.1078033,173.2999878,0,30.90998077,204.6315765,57.04657745,222.2947235,185.8999939,194.7999878,0.981414497,24.94652176,74.02315521,45.00153732
237,265.7257385,375.0999756,466.6000061,349.1404114,356.25,375.7507935,365.9100037,389.3399963,386.8492432,397.0192566,400,404.7900085,235.4480591,391.948822,394.0496216,391.5280762,396.9907532,194.5019379,2.711233377,184.6047058,32.02730942,93.76204681,73632.20313,29.21686363,223.2254333,26.68650436,0.041839786,99.79771423,2.418492794,314.8012085,177.1795959,172.6999969,0,33.10029221,202.7988739,56.98034286,220.401123,186.1999969,195.2999878,0.982002854,23.34499741,72.92965698,45.11830521
239,266.6785278,375.035675,465.4144287,348.3000183,355.7999878,374.9700012,366.1243591,389.3999939,387.1115723,397.3199768,400,405.2743835,234.195282,392.4559631,394.1868591,391.9584351,396.9728088,192.8932343,2.706112385,186.508316,32.12599945,93.00752258,72024.83594,27.99564362,225.7350006,26.64900017,0.039625652,99.3809967,2.407714367,315.8000183,177.0531158,171.4000092,0,32.91154099,203.9571381,57.04142761,220.9000092,185.3000031,194.1000061,0.984107137,23.45485687,72.23999786,46.05654144
241,266.7900696,374.9499817,466,350.3699951,357.7952881,375.0599976,367.4776306,389.3399963,388.3647461,398.3770752,400,405.2400208,242.3431854,392.9847107,395.744751,392.5658264,398.0923767,195.2395325,2.714549065,185.9895172,32.04042816,93.97781372,73040.28125,27.81941605,219.6931763,28.04198837,0.041280173,98.39599609,2.390648365,317.0999756,176.9675751,171.1000061,8.342967987,30.01927567,201.7000122,57.81088638,224.7746887,183.5999908,193,0.980750024,22.62550354,73.95753479,43.79457474
240,268.8767395,374.7250061,468.2835693,349.4498901,357.3200989,375.4199829,367.5398865,389.675293,388.5899963,399.1697693,400,405.3599854,238.6890564,392.3001099,395.6901245,392.1547241,397.7944031,197.5799255,2.717232943,200.3659668,31.98167992,91.98434448,71055.35938,27.00886917,223.0758972,28.83889389,0.040426999,94.15647888,2.380660057,315.9507751,178.1069183,172.0163269,0,34.61047745,203.5163269,57.91898346,221.9673309,182.5999908,192.7000122,0.98724997,22.95477295,72.92428589,47.02791214
238,274.6882324,374.4249878,463.9039612,346.9932861,353.6099854,371.5223083,364.3211365,386.2811584,385.1376953,395.7611694,400,403.7400208,254.514328,392.5765686,392.5621338,390.6634521,397.7988281,203.1486664,2.720792294,195.75354,31.96148872,96.20272827,73723.74219,26.86284828,232.84198,28.49769783,0.045068715,105.099968,2.408675432,316.3999939,180.1945648,171.147934,0,34.61040878,201.5479279,54.96644592,228.491745,188,195.9519806,0.98413533,23.97292709,73.61082458,47.20783997
238,274.8773804,374.3023071,462.7999878,347.367218,353.7309265,371.0681152,364.0537109,385.9508972,385.1400146,395.1590576,400,403.5,257.5836182,391.4718628,392.7890625,390.1246338,397.7736816,205.2773132,2.719787598,197.4917297,31.81955719,96.15052795,76090.59375,27.78834152,236.4629059,27.80953789,0.042439431,104.2168045,2.373354435,315.506012,180.7435913,172.0970764,0,35.11080551,201.8029327,55.11809921,232,188.3999939,196.5,0.985125005,23.96998978,73.78500366,47.2137146
237,276.0613708,375.2566833,466.6466064,347.1900024,355.1700134,373.2680359,364.7458801,388.4919739,386.538208,397.8160706,400,404.7219849,249.5715637,393.0401306,394.5664063,393.1800232,398.1460571,209.5370331,2.718307018,198.3958588,31.92085838,93.61275482,75833.14844,28.4610672,230.9674835,27.40927505,0.043845311,99.34011841,2.392082691,317.8999939,182.4061432,174.2999878,0,33.55066681,201.7000122,54.91676331,227.2000122,185.8000031,194.6999969,0.977783203,24.41603088,74.15637207,45.59411621
235.5,274.5978088,375.9750061,462.1000061,347.2200012,355.3038635,373.3061523,364.723877,388.2138672,386.9400024,397.8738708,400,405.0691833,252.8098755,393.8999939,395.2984009,393.1777344,398.3099976,207.6633301,2.716139555,193.602066,31.96777534,95.38204193,74375.46875,28.02836227,229.4131927,27.70136452,0.043564577,99.94124603,2.40375638,319.7999878,180.9718628,175.3000031,0,33.42038727,202.0999908,54.98540878,227.9000092,188.1999969,196.5,0.98128891,24.75993729,73.81762695,46.3146553
237.5,274.7745667,375.3999939,465.3562622,346.9745483,355.1399841,372.3599854,363.9599915,387.6261902,386.3661804,397.6330872,400,405.8269043,250.2199554,392.7054443,393.707428,391.8600159,397.6800232,206.8763733,2.717287302,196.2133179,31.96995544,95.51926422,74676.77344,29.49593544,231.7389526,27.4502449,0.04350245,99.4508667,2.415952444,319.5,182.5390778,174.7437897,0,33.48271942,202,56.1281395,225.1124115,186.1999969,194.4437103,0.975070238,24.83699226,74.4174881,47.20370865
238,275.4819946,376.0170288,465,347.2795105,355.2698364,373.1100159,364.4599304,388.4100037,385.7894287,397.0200195,400,406.019989,241.5787048,392.6495972,393.6912537,392.0097656,397.750061,205.6151581,2.711060762,189.958374,31.960886,98.15164948,74442.04688,30.61659241,231.1234589,27.68788338,0.045140002,101.6755371,2.389289618,319.4664917,183.8196716,177.8000031,0,34.55675507,203.0999908,55.94185257,229.0330963,188.6999969,197.3000031,0.981708169,24.82535362,73.06998444,50.01901245
239,275.6350403,376.0465088,463.8999939,347.0100098,355.201416,373.5299988,364.4385986,388.5244446,385.3855591,396.2330322,400,403.9541931,241.7708435,393.203064,394.6255493,392.9427795,397.8983459,204.66922,2.713246346,203.820343,32.10754395,93.28901672,74090.72656,29.84167671,233.7309875,27.13856316,0.042000972,98.80615997,2.407882452,319.1000061,179.5239563,176.0047913,0,34.07676697,203.2000122,56.8796196,227.0095673,188,196.504715,0.988999963,24.74650764,73.10667419,50.17722321
235,274.9924011,376.0227966,463.5,346.9499817,354.5073853,371.7299805,363.5400085,386.1560364,385.1700134,395.6399841,400,403.8900146,250.6725311,391.5899963,394.2626343,394.0799866,398.0726318,201.1986237,2.717008829,188.8850555,32.01266861,97.12263489,76510.55469,28.45116997,229.5213928,28.98530388,0.042782497,98.65036011,2.383505106,318.0956726,180.5205231,172,0,34.95143127,201.6042328,56.03275299,221.3000031,182.6999969,192.4000092,0.983989358,22.9679985,74.45042419,47.67813492
237,268.3794861,375.7673035,465.1385498,349.980011,357.6000061,374.1300049,366.210022,388.1700134,387.0184937,396.9299927,400,402.7799988,251.0116272,391.9154663,395.4184875,395.1092529,398.2315063,197.604126,2.719923258,190.4023285,32.08114243,97.94281006,75772.60938,27.70357895,223.029541,29.30374718,0.044847772,97.75056458,2.403555393,319.8999939,181.0557861,173.9693604,5.022640228,35.95602417,201.7000122,55.995327,223.4386902,183.9693451,194.1999969,0.979961693,22.83554268,74.8216095,47.95869064
240,264.6589661,374.4249878,468.0204163,348.8999939,356.8199768,372.9899902,365.0896606,386.2665405,385.3065491,395.1165466,400,401.973114,245.6293335,391.4203491,393.3196716,392.5003357,398.0493469,196.5982513,2.71526885,193.3087006,32.03278351,89.82212067,72065.20313,26.79607201,220.6795807,28.00032234,0.045669012,94.26860809,2.39978838,318.6999817,179.8061523,173.6000061,0,37.4014473,201.9449768,56.04708862,220.9650726,182.8999939,193,0.992624998,25.89540863,74.20026398,49.92596054
239,269.4047546,374.6850891,465,346.8298645,355.0200195,371.9280701,363.7859802,386.2619324,385.8300171,396.2161255,400,403.8900146,249.5505066,393.1921082,393.4200134,393.012085,398.0938721,201.8652954,2.716278553,205.343689,32.11893082,91.66200256,72614.04688,26.51364326,228.6041107,27.53690147,0.042900264,98.03414917,2.417850971,320.8999939,178.6310272,173.220047,0,32.9703331,203,56.91002655,223.0195465,183.2999878,192.9800262,0.992000043,24.82797813,73.40001678,45.24508286
238,275.8401489,375.9708862,467.9918518,346.8049316,355.0475464,372.5100098,364.2049255,387.1475525,386.3174133,397.167511,400,404.5500183,250.8658295,394.0750732,396.0776672,395.5524902,398.7969666,200.5901031,2.714600086,201.589798,31.94940567,94.22666931,73608.40625,27.4212513,235.7025452,28.68427849,0.042820003,99.99638367,2.39817667,320,180.404129,173.6919403,0,35.30507278,202.4838867,57.39152145,222.9758301,184.3000031,194.1999969,0.992624998,24.73031425,75.10160828,46.66302872
236,274.9775391,375.5920105,464.1000061,346.139679,354.6000061,372.3497925,364.0503235,387.3900146,386.7000122,397.8897095,400,405.3299866,250.7823029,394.0892944,396.3191528,395.160614,398.5991821,201.1930542,2.714604139,196.9928131,32.14803314,96.18338776,75049.72656,28.26817894,232.699585,28.31415939,0.044586901,102.431366,2.402750015,319.8999939,180.4938202,174.6999969,0,35.40568924,200.9671631,55.9663353,227.9671783,185.6999969,195.2999878,0.989417911,25.23181915,75.34500122,46.52916336
238,274.3589783,375.4461365,462.5,345.4199829,354.0473328,372.3173218,363.6680298,388.1180115,386.7853394,398.4046631,400,406.019989,246.0386658,394.289978,396.6126709,394.885376,398.3526917,201.1545563,2.717515707,198.3132935,32.04463196,97.34436035,75527.16406,29.12829399,233.7792969,28.03215408,0.042640001,100.7825317,2.399312258,320.3423462,183.2316437,174.8999939,0.936270356,35.8896637,201.0848083,54.95252609,226.6999969,185.1999969,194.3000031,0.987500012,25.2015686,75.0209198,47.77664566
240,272.3210144,376.0249939,463.2999878,347.5200195,356.5500183,375.191803,366.2523193,390.8641052,388.4699707,399.9541016,400,406.6199951,246.0581512,394.2904968,397.7822876,396.1199951,399.401825,205.5655823,2.71823597,201.7718658,32.02040482,91.48526764,74507.625,26.60291481,230.1487274,28.00173569,0.041328061,98.40827179,2.372898102,321,184.1484375,177.1801758,4.713585377,33.46721268,202.180191,54.86630249,225.2801819,185.6801758,195.3999939,0.994075477,25.25297356,74.90193939,47.29539871
236,270.31604,375.2502136,462.6980591,346.8600159,354.4799805,372.3899841,364.0513611,387.569458,385.5594482,396.2705383,400,403.9494629,246.4283447,393.2694397,395.4881287,394.6786804,398.0089111,194.6290131,2.72142148,194.2783051,31.98528671,95.83183289,74404.5,28.09309769,228.4168854,28.43008041,0.045219325,101.972374,2.417110205,317.2000122,183.7359619,174.2999878,0,33.54940414,201.8020935,55.01931763,222.8968658,187,194.8999939,0.987372398,25.25520515,73.74531555,48.03574753
236,270.2379456,374.0918884,461.7000122,345.9502869,353.2799988,370.4032288,362.3700256,384.6135254,383.7764587,394.3800049,400,402.9000244,245.0860443,391.6800232,393.8294067,393.0164795,396.8235474,195.7791595,2.718084335,199.2221375,32.10264969,95.70281219,76812,27.50060272,225.8353119,28.37977791,0.043213222,99.65391541,2.38821435,317.7224731,184.4099121,174.2999878,0,36.63064957,201.9223938,54.89098358,222.489563,184.5999908,193.1000061,0.992124975,24.23258781,72.95500183,51.13045883
243,263.8193665,374.5500183,457.5486145,346.1400146,353.6992493,371.850769,363.5700073,387.5700073,385.9638367,396.5707703,400,405.8561707,241.6756744,391.3061523,390.7623291,391.3630676,397.4846191,197.625,2.715430737,187.9829102,31.8443985,92.69550323,74624.3125,27.60295868,220.481842,27.44812965,0.041680001,99.18115997,2.394758701,316.5,179.6722565,172.6999969,0,32.97179794,201.2028656,53.54756927,221,185.5999908,193.8999939,0.993189275,24.76330948,73.91043854,48.11860657
236,262.603241,374.7250061,451.9264526,345.5795593,353.6099854,370.8899841,363,386.1062317,385.0799866,395.2358398,400,404.3320923,242.1139832,390.3854065,389.5733948,388.4891357,398.728363,195.5076904,2.715905666,195.7714691,32.02771759,93.70008087,72076.82031,26.24307823,222.9089203,27.96887779,0.043874677,99.45300293,2.396357298,315.6999817,179.4438324,174,0,33.00917435,201.0999908,54.01979446,221.7999878,185.5,194.1999969,0.989841819,23.87110138,73.26622772,47.92542267
