col1,特征1,特征2,特征3,特征4,特征5,特征6,特征7,特征8,特征9,特征10,特征11,特征12,特征13,特征14,特征15,特征16,特征17,特征18,特征19,特征20,特征21,特征22,特征23,特征24,特征25,特征26,特征27,特征28,特征29,特征30,特征31,特征32,特征33,特征34,特征35,特征36,特征37,特征38,特征39,特征40,特征41,特征42,特征43
238,289.1941,360.04,379.5,347.912,352.906,382.86,371.73,385.758,380.8,391.29,397.198,400.11,193.4267,388.006,388.674,391.414,394.504,248.12,2.753973,191.43,28.9527,97.0463,83330.4,38.20493,258.903,30.00455,0.0427,112.0055,2.491177,315,163.0164,184.8,8.946066,34.85627,204.847,65.92762,228.3411,200.447,202,0.985125,34.00707,60.96825,57.3219
232,290.0824,359.989,378.4,348.03,353.4754,383.1907,370.8052,384.84,378.8078,390.1193,396.1346,399.6,192.9812,387.0732,386.9524,389.8061,393.507,242.5806,2.759907,187.4762,29.00091,101.9472,84103.41,41.41554,254.8133,31.04875,0.04606926,119.649,2.515653,310.4488,161.2996,186.8,9.526815,35.14999,200.1,64.59725,227.8025,204.0512,203.3,0.9816281,34.44489,61.44463,57.63566
232,290.5514,359.961,378.7,348.132,353.4446,384.21,370.9484,385.1846,379.3184,389.8792,395.73,399.15,200.9619,387.1932,387.5408,390.5416,394.2906,252.0571,2.759697,187.9515,28.99381,101.0534,84771.77,41.3435,256.3893,32.05125,0.04141,116.4922,2.65675,311.35,163.218,183.5,9.712,34.7776,201.15,64,225.95,200.8,201.4,0.9889375,34.266,60.93,57.2908
233,290.8699,360.025,377.6487,347.55,352.3492,383.8192,370.3816,385.6516,377.263,388.5146,394.7692,398.88,198.1457,386.8954,385.98,389.3984,393.3592,250.5852,2.760487,187.7939,29.03726,101.2904,86292.2,41.7861,256.8391,31.09332,0.04066974,114.5007,2.652962,309.1,162.688,183,7.845493,34.18974,201.3513,64.05027,225.8,201.1,201.6,0.9851891,34.17093,59.45987,56.32249
237,289.784,359.9,379.7494,347.64,352.5904,383.52,370.4408,385.2596,377.1616,387.9452,394.0204,397.95,195.9517,386.3844,385.6328,389.0848,392.6992,251.9397,2.759997,193.342,28.96552,95.00495,83609.36,42.07705,259.3846,30.99435,0.03982,111.9713,2.64563,311.9507,164.9357,185.3,0.7718933,34.20057,202.7507,64.02353,227.7987,202.2,203,0.986125,34.08661,60.92267,56.31444
241,290.7203,363.8375,377.9,347.49,352.98,386.61,370.02,384.96,377.25,388.26,394.38,398.01,197.1,385.215,385.2,388.65,392.175,258.3875,2.7531,199.8563,29.10698,91.507,84627,43.1101,260.2896,27.522,0.04224,112.5128,2.667625,313.4,164.358,192.1,0.818,27.9312,205.65,70.4375,237.1,205.2,207,0.9864375,33.32,61.6225,47.6412
242,288.582,363.463,381.7013,347.4756,352.1844,381.2552,370.3792,384.0744,377.4296,387.7504,393.7492,396.6156,195.3453,385.4244,386.2476,388.8452,391.6796,249.8733,2.749189,198.163,28.98119,87.45282,84204.96,42.26757,258.6418,28.16229,0.0426,111.2569,2.66371,312.8987,161.6909,189.8,0.7780267,27.83868,202.5,70.93553,233.9467,202.7,204.9,0.9816883,33.44645,60.65767,47.46187
242,295.5988,365.7878,382.1,347.79,353.04,385.5608,370.5,383.3254,377.28,388.2592,394.17,397.7238,201.7918,386.1892,386.657,389.6068,392.0976,260.014,2.758805,199.1347,29.12547,92.39658,83661,42.58376,263.7139,28.01072,0.03970707,114.4473,2.667945,313,160.8177,186.6513,8.19144,27.4925,205.2,70.97964,234.308,202.5513,204.5,0.9861217,33.87189,59.10203,45.46118
236,294.3307,365.124,385.652,347.91,352.98,383.64,369.9312,383.2512,377.6964,388.95,395.1144,398.7,198.26,385.9044,385.9608,389.1468,391.9344,254.282,2.75384,197.951,28.99166,95.01908,86635.2,42.42876,263.7845,29.75562,0.0427576,118.9579,2.65631,313.748,159.4642,185.5,0.76048,27.54394,200.648,71.4094,228.692,202.048,203.848,0.984375,33.7296,61.5698,48.49116
237,294.9193,365.2645,382.5,347.79,352.98,384.66,369.9584,383.2658,378.041,388.8142,394.5016,397.83,204.844,385.9958,386.5328,389.6984,392.3936,258.725,2.757095,194.9487,30.05751,96.85966,84155.28,42.71074,262.955,29.85456,0.04459423,119.2178,2.668882,312,158.8252,182.5473,11.98501,27.40501,201,71.54903,231.8107,201.2527,203.2,0.9849933,33.84419,58.90523,46.49871
237,295.092,364.975,386.2,348.0739,353.0976,382.95,370.1466,383.5386,378.1386,388.7124,394.4562,397.8022,208.374,386.0239,386.991,390.0876,392.58,258.9352,2.757093,201.0394,29.96344,94.31478,83830.71,41.88853,263.2098,30.8138,0.0436908,114.501,2.66774,311.7,171.1814,182.5,9.58784,27.63059,203.054,71.48,228.248,196.3,198.7,0.984375,34.21648,61.2646,47.6782
237,294.5772,365.175,385.9,348.03,353.1,383.9972,370.028,383.55,377.9484,388.432,394.0828,397.44,210.7857,386.19,386.4104,389.6588,392.5744,260.8747,2.755179,199.6525,29.98545,93.12437,83805.84,42.29931,261.119,29.86773,0.0443816,117.0763,2.66191,312.5,172.6374,187.5,0.49456,27.6646,202.2453,71.602,228.68,201.3,202.4453,0.9861933,33.97414,61.17,48.20597
237,295.3805,364.95,386.3553,348.0932,353.3132,384.84,370.3532,384.0236,378.1864,388.6902,395.16,397.8702,210.6433,386.1,386.4964,389.7798,392.7338,264.8755,2.754885,197.846,30.09218,95.47742,83495.68,42.16225,263.5881,30.99248,0.04020274,113.7422,2.672379,313.5,173.098,187.9553,0.2892245,27.71685,204,71.53429,232.3893,201.1,202.6,0.983875,33.71581,61.15561,47.99728
242,294.7974,365.05,386.8,347.97,353.3664,385.41,369.36,382.3464,377.856,387.4632,393.7632,397.1964,212.869,385.6464,386.6328,389.4468,392.5538,265.001,2.756352,202.363,30.03237,91.64064,83724.24,42.834,263.7831,29.8413,0.041364,112.2051,2.65205,314.6175,174.3408,188.6587,0.6263999,24.84672,204.0587,72.464,229.0189,201.8,204.1,1.000975,32.5568,61.705,46.15306
243,294.4728,364.825,388.4,347.79,353.014,385.17,369.026,382.5,377.628,388.02,394.414,397.791,208.53,385.521,386.195,389.362,392.528,263.8442,2.757627,203.8988,30.05574,90.51141,85684.2,41.71364,265.5333,30.08124,0.04323467,105.7286,2.654193,314.8,172.6642,184.6,0.508,28.57677,206.8,71.9546,228.97,196.5,200.1,0.9880533,32.63947,60.165,49.56338
239,296.6321,364.55,387.6,348.033,353.61,386.728,368.734,382.142,377.166,387.687,393.872,397.68,210.6792,385.378,386.106,389.04,392.139,266.5125,2.74942,200.3783,29.94652,89.3997,84206.8,43.07974,262.3623,30.08273,0.04243933,105.9594,2.672567,314.7933,171.4004,184.6,0.5404,28.75339,205.8967,70.00083,227.18,196.9,199.3,0.9865,33.29013,60.2985,49.21851
238,294.8206,364.25,387.9,347.43,353.0412,386.6088,368.6376,382.2024,377.3352,387.9276,394.08,397.89,210.183,384.9324,385.3452,388.1436,391.326,268.209,2.754936,198.5375,30.04971,90.16956,84151.2,43.52287,263.7505,30.06162,0.0421608,107.9228,2.66293,314.5,171.9418,185.8,0.588,27.34183,203.9,70.00439,227.244,198.996,201.5,0.98425,33.20816,60.6088,48.16127
237,294.4789,364.25,389.1953,346.8,351.9572,384.0928,368.9428,382.6472,377.2514,387.5072,394.11,397.3486,211.0115,385.7386,385.8056,388.7714,391.9528,265.7715,2.7558,201.8343,30.02453,93.63991,84438.64,43.72021,262.3599,31.69474,0.04079814,104.7186,2.668573,312.5,163.1034,177.2,0.4156267,29.5885,203.7953,69.0579,218.3167,192.2,195.2,0.984,33.11581,70.56733,42.56971
234,294.9721,364.9524,391.3139,347.5857,353.2072,386.55,368.4232,382.3133,377.3734,388.3935,394.77,398.19,204.7899,385.563,385.3568,388.56,391.6748,263.7532,2.755841,201.8178,30.04472,92.65588,83433.85,43.75354,261.9449,31.80237,0.04108,106.1101,2.665619,312.3,162.9176,179,0.4166784,29.58851,203.3,69.02129,223.4994,193.5,196.2,0.9855,33.41567,67.24322,45.19038
237,295.1351,364.825,388.5,347.5468,352.9232,386.5468,369.1988,382.5648,377.2312,387.998,395.01,398.55,204.7027,385.5252,385.3436,388.17,391.7888,268.868,2.753546,197.254,30.03105,90.6639,85944,44.36766,262.4063,30.84417,0.04008107,103.9668,2.639303,313.2,164.1387,180.5947,0.6524267,30.15356,202.3053,69.0542,224.9253,194,197.0947,0.985,33.3783,69.41786,45.66594
240,295.5062,364.2545,389.794,347.3346,352.341,382.6536,369.27,382.7046,377.5992,388.56,395.0046,397.8936,204.3395,385.4682,385.47,388.5264,391.9884,263.9525,2.75114,197.782,29.97127,91.42341,84579.84,43.64787,261.4308,32.91331,0.0403588,102.7419,2.66518,313.4,166.0517,181.5,8.71688,30.3383,201.994,68.99139,223.916,195.6,198.606,0.9848675,33.5468,68.8459,45.12646
240,296.0227,362.5517,387.4933,347.01,351.506,379.62,369.696,383.814,377.566,388.378,394.798,397.53,207.78,384.958,386.426,388.11,390.53,267.21,2.744907,203.9208,30.04818,89.10504,82807.6,43.00267,265.1711,33.91455,0.03798,103.7666,2.665683,313.3,168.7424,183.5933,0.8464,31.00373,204.9,69.035,227.0667,195.6,198.5,0.9821334,33.4864,71.05401,43.34599
242,295.9533,364.2556,385.4079,347.3423,352.4677,383.7,369.9738,383.7092,377.7346,388.7031,395.0146,397.95,209.8101,385.08,385.6429,388.2254,391.1308,268.45,2.754305,202.4798,30.01657,91.70129,82246.76,43.90105,261.372,34.54723,0.039475,106.7757,2.672183,313.7,168.9089,188.9,0.637985,30.10028,205.8,68.96132,231.8839,200.6,202.8,0.9854897,32.70367,71.32166,43.93904
239,295.0076,364.3064,389.1,347.52,352.7126,385.3448,369.9393,383.2722,376.2248,388.0422,394.9226,398.5577,204.3886,384.7852,385.8104,387.9848,390.81,266.42,2.755069,200.616,30.06797,91.9436,86589.43,44.02732,264.2339,35.6269,0.03898,107.1088,2.642642,312.0912,170.1097,186,7.833672,29.455,204.7912,68.86716,230.2177,199.2,201.5,0.9853639,32.55391,70.32311,44.34433
242,295.5079,364.475,386.8087,346.8352,352.1348,385.2952,369.4344,383.1822,376.47,387.4422,394.0852,397.83,205.286,385.0252,385.5966,388.1674,390.6418,268.9489,2.756696,201.8094,30.0389,92.19501,85309.08,43.84307,265.1718,36.09137,0.0378652,105.4835,2.675407,312.9,171.7922,191,0.79008,30.9084,206.5087,69.25224,230.6307,202.1087,204.5087,0.9876359,33.4221,71.155,45.65398
243,289.4125,364.05,386.8907,346.53,352.093,384.8504,368.9792,382.9004,375.72,387.2948,394.08,397.92,197.8815,384.9052,385.1778,387.9196,390.2674,260.8218,2.753948,197.7732,30.06533,91.05625,83380.6,43.55522,260.7196,35.20299,0.03719813,101.7759,2.662874,312.2906,171.1329,188.6,7.94448,30.19512,206.2907,66.95233,228.4534,198.0907,201.1,0.9854883,32.98309,71.57187,44.04169
242,290.0418,364.2047,386.3,346.47,351.8728,385.5356,369.346,382.516,375.8568,387.5588,394.17,397.8384,199.0567,385.6416,385.5384,388.0988,390.7988,262.9117,2.753525,193.4677,29.95115,92.41622,84752.48,43.18776,261.1729,35.5671,0.039302,103.8419,2.659125,311.7,172.2372,187.51,0.4556,30.9328,205.41,66.1085,231.11,199.4,201,0.986825,32.7864,71.73199,43.72993
235,290.8424,364.225,383.4,345.9,351,381.8629,369.7767,384.0074,376.9648,388.11,394.74,398.19,201.2533,385.8401,386.4826,388.86,390.9755,258.7557,2.754511,192.2574,30.00696,95.83424,82542.35,43.942,259.6239,36.216,0.04106374,107.4551,2.664182,310.8,166.9484,187.2,0.7621818,30.39069,202.1,63.11954,229.9547,199.8,201.5,0.9848977,32.57855,72.89727,44.01217
235,290.6039,364.425,383.7,346.17,351.21,381.9836,369.6836,384.09,376.7024,388.1968,394.6264,398.04,203.0357,385.5504,385.6928,388.6864,391.2548,261.1956,2.755515,195.5727,30.01908,92.60758,82858.48,44.01863,259.3166,35.9916,0.04296213,107.2056,2.670723,310.5893,166.4429,188.0893,0.792,30.04104,203.7,63.05513,230.3533,200.5,201.7,0.9836383,32.68245,71.26826,44.24603
232,290.4964,363.1665,384.3,346.5232,351.8468,383.4368,369.6,383.9304,376.56,388.3862,395.1,398.5766,197.7188,385.23,385.3036,388.4966,390.866,257.1392,2.755227,195.0222,30.0442,92.52026,83064.56,43.57692,260.058,37.26871,0.04094907,109.2289,2.666042,309.4,166.4912,184.1,8.312453,30.77276,200.2887,63.00293,229.8567,198.9,200.2,0.984375,32.74219,72.90387,44.37914
235,289.8535,362.566,383.3,346.5108,351.6072,382.6164,369.996,383.5428,376.6452,387.8328,394.4172,397.95,199.82,385.5672,384.9252,388.3812,390.7428,258.769,2.75248,196.7535,29.92813,89.51592,86275.2,43.0063,257.9094,36.2628,0.0391328,106.5074,2.66971,311.9,169.2135,187.5,0.80992,30.48768,202.2,63.0172,231.616,199.8,202,0.9830151,32.15232,72.4712,44.44173
234,283.9767,358.1445,381.844,346.329,351.7339,383.7161,370.0076,383.91,376.5541,388.05,394.7539,398.4538,194.9586,385.56,385.3092,388.3445,390.8349,253.9302,2.755653,188.613,29.97192,94.21335,82118.34,43.2363,252.371,38.26162,0.03999758,105.1578,2.659665,310.1,162.119,180.5,0.7964835,30.10061,199.372,61.90258,227.8599,195.6,197.8,0.985125,33.07409,71.14179,43.54605
234,283.6432,361.0139,381.2,346.3367,351.57,384.0556,369.3133,383.67,376.3289,387.7667,394.23,397.92,196.9245,384.8011,384.6477,387.7889,390.6133,255.9509,2.755548,192.3645,30.16066,92.15974,84671.07,43.62259,255.782,38.50927,0.03958296,105.9261,2.674761,310.7296,162.1464,184.5556,8.889014,30.19484,201.2852,62.01077,230.174,198.2148,199.5,0.9857685,33.31707,70.04,43.75281
232,284.8654,362.9177,382.5293,346.5344,351.9168,383.0444,369.518,383.6876,376.486,387.7888,394.44,398.0532,192.4617,384.7376,384.5276,387.21,390.2876,250.1323,2.753141,189.4585,30.01772,91.98159,83195.92,43.54278,252.6969,38.48031,0.04030587,104.9947,2.653807,310.6,160.9862,182.8147,8.488267,30.18667,201.6,61.95253,229.8413,196.1853,198.2,0.9854816,32.61755,70.27233,43.64772
233,285.6448,362.5118,386.584,346.5947,352.0894,384.3994,369.6173,383.7394,376.1526,387.87,394.38,397.83,189.5331,384.45,384.6078,387.3947,390.488,251.9933,2.754958,192.4357,30.16814,90.13487,84858.91,43.73323,255.7043,39.17586,0.0371232,98.88608,2.66429,311.216,156.6225,171.984,7.844417,30.17344,202.3,62.07399,222.0882,190.1,193.2,0.9941702,32.2203,69.57861,43.93709
235,284.945,363.254,387.3,347.76,353.4552,385.4904,370.0704,382.74,377.304,388.2696,394.2348,397.4256,189.447,385.7412,384.9468,388.0704,390.7596,249.801,2.751304,192.6385,29.97545,88.70082,84000.24,44.03115,253.3253,38.13849,0.0419864,102.4724,2.6727,313.7,166.6536,186.516,0.71728,29.90234,200.9,57.5458,229.944,199.9,201.916,0.98775,32.0392,74.102,43.52118
233,285.0269,362.2042,383.4167,346.57,351.785,383.555,369.495,383.44,376.77,388.58,395.34,398.48,191.375,385.395,384.26,387.83,390.095,253.7083,2.751333,195.5083,30.15758,86.43484,83006,43.80347,255.4359,37.07813,0.04293,105.2292,2.665917,313.1,162.47,183.8167,9.498,29.00533,200.6,59.18,225.5333,200,201.1167,0.9835417,34.36267,73.43834,41.3586
239,239.7886,357.8663,378.9,344.0596,349.2548,380.4208,368.2748,383.73,375.1228,385.5392,393.5752,395.16,179.4653,381.75,381.6676,383.306,386.7692,233.1913,2.745165,164.441,30.07946,74.75234,75284.64,40.69606,213.0476,35.79543,0.03788,86.9278,2.669008,310.8,139.1576,186.2826,10.48591,26.09922,199.9174,52.00302,224.8174,197.7,199.0826,0.9994782,33.47954,68.20436,40.17989
239,285.0633,363.0615,383.4,346.47,351.9246,383.9508,370.1652,384.6954,377.6292,388.5792,395.07,398.6946,192.397,386.2608,385.5324,388.41,390.897,254.7905,2.753948,193.703,30.05364,88.14676,86048.16,43.85766,254.9158,37.53283,0.0379472,104.9714,2.6695,312.818,168.8465,194.418,9.81552,29.9751,202.018,59.4043,231.606,205.682,206.1,0.9852275,33.10904,73.6327,43.52007
233,285.2917,363.325,384.9,346.53,351.78,383.19,370.352,385.5112,378.1368,388.9612,395.49,398.85,197.6277,386.31,386.4224,388.8132,390.9488,253.5453,2.752763,191.6095,29.9998,89.88971,81100.08,42.60115,253.7914,37.73823,0.03946872,103.0763,2.66113,312,169.4547,185.8,10.07776,28.17126,200.4,59.50027,230.544,199.3,200.3187,0.973,33.02,72.31407,40.86517
234,284.8787,361.6,384,346.4874,351.6958,382.2242,370.23,385.3326,378.0232,388.8416,395.5142,398.6584,199.7333,386.2432,386.46,388.6616,390.9812,256.2227,2.753929,195.5991,30.04611,89.0952,81980.32,42.384,255.6666,37.85037,0.0399,102.5714,2.665403,311.9,166.7758,184.0193,9.914347,28.02138,200.4193,59.1286,223.806,197.1,199,0.9888508,33.288,71.2008,42.71522
237,284.9025,362.755,383.6,346.464,351.504,382.134,370.5,385.764,377.976,388.956,395.538,398.94,199.89,386.538,386.79,389.004,391.218,253.035,2.7598,189.9875,30.04665,91.7241,82736.4,43.23484,254.1309,37.548,0.041324,105.3318,2.6127,311.2,170.5536,187.38,0.7112,30.89728,200.18,56.894,225.9,199.98,201.2,0.983625,33.1976,74.549,41.51326
234,285.6506,362.9,383.8207,346.3986,351.36,380.3938,370.3376,384.7676,378.1324,388.5476,394.6262,397.7462,198.5187,386.64,386.6214,389.3152,391.6934,251.2337,2.751683,192.4476,30.08096,88.65211,84544.56,41.83062,251.4195,36.72335,0.04068,103.689,2.582898,312.6,172.7523,189.2,0.6063467,30.06398,201,57.05393,227.4487,200.9793,201.8207,0.981125,33.24235,74.98897,41.78395
236,284.7112,363.266,385,346.6608,351.7608,381.66,369.8464,384.15,378.6324,389.4064,394.98,397.9008,196.866,386.2736,386.7152,389.252,392.1344,249.2517,2.7528,193.6527,30.10693,88.66875,82851.44,41.70288,255.4801,35.21895,0.0393272,104.1194,2.567617,312.6,161.5043,188.0213,7.663146,30.6999,199.4213,54.0828,226.248,200.6,201.9787,0.98125,33.12048,75.6326,41.36082
231,285.2998,363.05,385.1,346.6368,351.7734,381.1932,369.777,383.6436,378.3966,389.6466,395.4834,398.1834,192.558,386.2002,385.95,388.8,391.8468,245.0275,2.753152,192.7412,30.04451,91.30667,84293.04,42.03355,253.2589,36.20016,0.0434356,105.9992,2.57726,311,167.1497,186.056,0.66624,29.85197,198.8,54.0418,225.56,199.6,200.578,0.98325,33.15728,75.5216,41.5305
227,284.434,363.0443,385.4453,346.44,351.7664,381.6628,370.2572,385.1536,378.4024,389.6004,395.31,397.89,197.2203,385.5504,386.5324,388.8396,391.7632,250.326,2.753,189.8475,29.93724,90.93317,80853.76,41.35603,252.0463,35.40837,0.0417348,106.0729,2.610799,310.5768,162.6795,183.7768,0.6250909,29.97893,196.2,53.46584,227.045,199.2232,199.8768,0.98325,32.93595,74.2711,41.89371
226,285.7281,362.2442,386.1467,347.151,351.849,378.646,369.78,384.796,378.019,388.05,394.17,396.15,206.2617,385.911,386.762,389.052,391.809,253.6083,2.754353,197.2371,30.03535,88.74146,83986.4,41.42197,253.1846,35.32103,0.040366,103.3578,2.604425,311.1,161.2796,179.0233,0.6214666,31.11125,196.6233,52.01433,223.3,198.1,197.8,1.006,32.92307,72.8205,43.5458
230,285.1682,363.85,386.552,346.4556,351.7488,381.78,369.9528,385.4556,378.2712,389.2956,395.34,398.1144,196.761,385.8756,386.952,389.2944,391.83,250.4,2.75456,195.7655,30.00605,91.82784,82134.48,41.19333,254.8443,34.70076,0.03934,105.0685,2.60769,311,160.2797,181.8,0.74,32.1015,197,50.8738,228.528,198.2,199.4,0.983655,32.55088,72.37099,44.77918
235,285.0165,363.1,384.6,346.4926,351.54,382.65,370.3656,385.973,378.6814,389.0622,395.34,398.0774,202.6987,386.3478,386.4596,389.603,392.3774,255.6993,2.754751,192.1658,30.049,90.14452,82463,40.88283,252.7879,34.06272,0.0389148,102.2782,2.604685,311.1,164.0122,182.9,0.60296,32.85154,197.6,49.96233,224.7973,200.0753,200.2,0.9767192,32.35024,72.88103,43.21139
225,280.433,362.8127,386.5,346.4776,351.9896,384.4648,370.1472,386.8948,378.638,390.0152,396.7724,399.4876,190.6423,386.04,386.0248,389.4072,392.302,248.6513,2.754504,191.6768,29.99949,89.8924,83697.52,40.40825,248.4991,31.82214,0.0406848,98.88409,2.602633,311.6,152.9195,173.6,10.20208,31.62705,197.6,47.38773,221.7013,195.2493,195.5,0.9637184,32.67403,70.274,43.30963
227,278.6867,364.725,383.5,346.38,350.97,378.8544,371.1534,387.6378,379.5954,390.0378,396.5178,397.86,187.3035,386.0544,387.5856,390.6444,394.0878,232.819,2.750104,188.3737,30.0236,91.14612,82710.12,39.13694,244.4421,31.20336,0.0415148,97.98852,2.60414,311.4,153.5292,174,0.40088,29.53786,191.8,46.5007,217.274,190,192.7,1.039803,30.68944,66.8687,47.8208
230,277.5717,364.7185,386.1,346.77,351.4722,380.07,369.9366,385.4544,378.981,389.28,395.2134,396.54,184.88,385.92,388.6254,390.4356,394.0278,232.27,2.752244,195.0692,29.99325,82.59785,85318.56,38.7313,247.4802,29.2257,0.04146267,101.724,2.6013,312.9,155.5576,182.3733,0.5256,29.36896,193.2267,47.457,230.1,200.7533,201,0.9829083,32.32587,73.11034,43.50657
231,278.6008,363.6433,385.6467,347.01,352.004,381.676,370.17,385.342,379.56,390.06,395.678,397.776,183.4067,387.24,389.106,391.378,393.984,232.05,2.755053,196.1625,29.9404,83.92756,81299.2,37.44209,249.7591,29.16495,0.03768926,97.8222,2.605717,312.8,161.0528,187.1533,9.278666,28.88512,195.5733,47.51434,229.08,199.6467,199.7,0.976525,32.08427,69.57166,43.09933
228,279.686,362.0113,385.4,346.98,352.0064,381.7636,369.832,385.6964,379.56,390.27,395.6318,398.61,193.3502,388.41,389.04,391.7128,394.3582,238.1522,2.756383,193.3638,30.04437,85.81603,79949.88,36.37628,249.7108,28.87396,0.03852,104.6275,2.578302,311.4,155.0105,181.1,0.6440001,29.25295,195.5,46.24103,228.7,200.1,200.2,0.983625,31.9353,69.86,43.41987
227,279.7032,361.9,384,347.13,352.1868,382.29,369.87,385.6752,379.5984,390.1968,395.4984,398.61,196.444,388.35,389.8968,391.9416,394.2384,238.886,2.752432,193.659,30.11744,86.75264,80086.56,35.42273,248.6728,28.03698,0.0388144,104.2763,2.60884,311.572,155.6002,183.228,0.65552,29.45971,194.428,46.355,226.876,201.944,201.5,0.98384,32.0904,69.935,44.15018
227,286.2274,362.843,388.5285,347.5332,352.7016,382.8,371.4552,387.75,380.4768,392.0268,397.8684,400.77,188.266,389.52,390.9036,392.8068,394.3548,236.172,2.75632,196.4445,30.02656,88.91974,85291.2,35.81484,253.5115,27.64099,0.0397757,108.1152,2.57918,311.7289,158.6975,183.9,0.6637707,30.01628,194,46.95567,226.4941,203.2412,202.5294,0.98175,31.98127,71.85064,41.06842
226,284.5996,362.8715,387,347.3828,352.0414,382.11,371.4044,387.4028,380.9358,392.4,398.3228,401.04,186.6723,388.1958,391.77,392.3872,394.213,239.2148,2.754541,198.8239,29.97156,85.3512,84539.08,35.51554,254.5712,26.52458,0.03956142,105.9909,2.597566,312.6713,158.6705,185.0287,0.6615584,29.98111,194.4,47.04422,227.856,204.9,203.8,0.9867882,31.83958,74.81263,42.01984
227,285.6153,365.2117,390.1707,349.02,354.4288,386.0876,371.0792,386.9224,380.5376,391.4736,397.3112,400.9888,192.6757,388.634,390.93,392.25,394.5724,238.965,2.755117,193.6582,30.10295,91.43446,82803.04,37.49427,253.3295,26.14123,0.03894,106.7883,2.593681,311.5,157.0218,180.3293,8.224609,29.78232,193.3293,47.05967,226.8067,202,201.7,0.98375,32.28691,73.30245,42.05552
228,285.2848,365.0634,392,349.08,354.8824,387.33,370.7504,386.6892,380.3876,392.07,398.4,402.0036,188.7227,387.24,389.0524,391.1312,393.39,242.044,2.756293,194.2538,30.04376,89.97594,82361.2,36.71252,253.4376,24.3549,0.0385624,106.2131,2.581037,311.5,154.9314,180.4,0.6402667,30.11921,192.4,46.97933,225.424,202.3707,201.7,0.9790367,32.45435,72.2538,42.15494
226,285.5093,364.9825,383.96,347.49,352.95,384.72,370.527,386.559,379.197,390.705,397.41,401.28,188.58,387.9,388.086,391.02,393.435,242.31,2.7572,189.1875,30.03364,93.3673,84252,37.60218,253.2736,26.52435,0.03942,107.8518,2.60125,310.67,153.7392,180.1,9.314401,30.95168,192,46.453,225.76,201.64,201.47,0.97245,32.4916,72.395,43.98153
224,285.3171,364.625,384.3382,347.0426,352.4583,383.9817,370.4766,386.4352,378.0548,389.82,396.7774,400.6526,193.3439,387.54,387.5074,391.0474,393.1134,241.1263,2.75947,188.0921,30.05818,96.23521,83919.1,36.61723,252.6664,27.51612,0.04194763,105.7653,2.600446,309.3,153.8871,176.5,0.7277105,30.53103,191.4,46.54464,225.1763,199.1309,198.6309,0.98125,32.48692,72.22392,44.88032
226,285.1827,361.775,383.3081,346.11,351.6576,383.5524,368.411,384.6649,375.96,387.9852,395.1337,398.97,187.9487,385.9836,386.5978,389.01,391.6212,240.9821,2.757256,185.6869,30.09577,94.93887,85734.24,35.9409,250.4333,26.86315,0.04289676,107.8566,2.56272,308.0041,153.2097,176.9041,8.136865,27.90123,190.4,47.4879,222.5527,198.7959,198.7,0.9818801,32.33616,74.845,40.3908
225,284.9418,361.175,383.1046,346.11,351.803,382.9472,368.2068,384.6572,376.1526,387.3614,394.38,398.6664,191.6938,385.95,385.9772,389.0386,391.703,248.401,2.755968,193.3745,30.10204,89.98106,83860.72,36.74848,254.0398,25.60402,0.04236187,106.8671,2.605547,309.7953,156.0282,182.1953,0.78288,29.99078,191.7953,46.0156,228.8953,201.4,201.6,0.9870058,32.44733,74.25837,43.04124
229,286.1527,362.8,381.2,347.61,352.6486,383.9072,370.057,386.9072,377.827,388.8056,395.13,398.55,195.8807,387.2672,387.6572,390.7556,393.18,248.2355,2.751837,191.1808,30.03223,92.93852,83995.56,35.88691,255.2185,25.51509,0.0407,106.6122,2.607043,310.7,158.3769,188.8,8.417787,30.31603,193.9,46.96687,230.8,205.2,205.4047,0.9812384,32.0188,77.62977,41.50238
